City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
399,mananara,-16.1667,49.7667,23.42,91,46,2.77,MG,1682653021
400,scottburgh,-30.2867,30.7532,21.66,82,74,3.55,ZA,1682653021
401,bikenibeu village,1.3673,173.1241,30.98,70,20,3.6,KI,1682653021
402,huetamo de nunez,18.5833,-100.8833,29.4,20,100,1.73,MX,1682653021
403,basco,20.4487,121.9702,26.07,85,47,6.74,PH,1682653022
404,pauini,-7.7136,-66.9764,24.48,89,100,0.94,BR,1682653022
405,mkushi,-13.6202,29.3939,11.88,97,20,1.83,ZM,1682652860
406,rouissat,31.9243,5.3502,24.55,18,0,1.51,DZ,1682653023
407,lauro de freitas,-12.8944,-38.3272,25.01,94,20,1.54,BR,1682653023
408,opuwo,-18.0607,13.84,19.75,51,23,1.07,NA,1682653024
409,oranjemund,-28.55,16.4333,13.41,94,5,2.7,NA,1682653025
410,twentynine palms,34.1356,-116.0542,29.08,10,3,2.14,US,1682653025
411,dire,12.2833,-10.9667,26.74,13,84,0.89,ML,1682653026
412,broome,42.2506,-75.833,8.71,76,95,0.89,US,1682653026
413,juan griego,11.0817,-63.9655,20.07,100,64,6.17,VE,1682653026
414,sur,22.5667,59.5289,28.89,57,0,0.85,OM,1682653027
415,armacao de buzios,-22.7469,-41.8817,22.03,88,2,4.03,BR,1682653027
416,tamanrasset,22.785,5.5228,24.95,13,36,5.14,DZ,1682653027
417,hiroshima,34.3963,132.4594,22.02,62,98,2.59,JP,1682652790
418,cacheu,12.2706,-16.1658,22.05,57,25,2.97,GW,1682653028
419,tibati,6.4667,12.6333,18.95,93,100,0.83,CM,1682653029
420,faya-largeau,17.9257,19.1043,26.57,15,2,6.82,TD,1682653029
421,pacocha,-17.5833,-71.3333,19.65,86,58,1.0,PE,1682653030
422,huarmey,-10.0681,-78.1522,24.12,83,74,3.52,PE,1682653030
423,bonthe,7.5264,-12.505,26.42,78,15,2.08,SL,1682653032
424,trairi,-3.2778,-39.2689,22.56,91,100,1.16,BR,1682652962
425,praia,14.9215,-23.5087,22.3,73,20,6.69,CV,1682653032
426,socorro,31.6546,-106.3033,27.56,6,20,5.14,US,1682653033
427,suva,-18.1416,178.4415,24.71,88,75,0.0,FJ,1682652850
428,ati,13.2154,18.3353,27.52,14,22,3.27,TD,1682653033
429,poso,-1.3959,120.7524,31.01,59,54,2.43,ID,1682653033
430,ad dilam,23.9915,47.1627,23.23,40,11,3.26,SA,1682653034
431,margate,51.3813,1.3862,12.05,92,100,1.34,GB,1682653034
432,las tablas,7.7667,-80.2833,25.1,99,63,4.13,PA,1682653035
433,trincomalee,8.5711,81.2335,29.04,71,73,3.95,LK,1682653035
434,calama,-22.4667,-68.9333,11.27,32,0,6.17,CL,1682653035
435,ipameri,-17.7219,-48.1597,18.95,83,2,0.52,BR,1682653036
436,luau,-10.7073,22.2247,12.9,75,83,1.76,AO,1682653036
437,bochum,51.4833,7.2167,10.28,82,100,0.45,DE,1682652787
438,rawai,7.7797,98.3253,32.06,70,100,2.3,TH,1682653037
439,diboll,31.1871,-94.781,15.49,90,0,0.0,US,1682653038
440,quang ngai,15.1167,108.8,32.11,55,14,3.9,VN,1682653038
441,youkounkoun,12.5333,-13.1333,25.86,31,22,2.25,GN,1682653038
442,del rio,29.3627,-100.8968,24.22,39,0,3.6,US,1682653038
443,garissa,-0.4536,39.6401,24.53,80,99,6.29,KE,1682653039
444,cannonvale,-20.2833,148.7,23.66,69,79,6.86,AU,1682653039
445,aripuana,-9.1667,-60.6333,22.12,94,96,0.65,BR,1682653039
446,bindki,26.0333,80.6,34.1,25,100,3.24,IN,1682653040
447,wiwili,13.6268,-85.8254,24.73,60,96,2.06,NI,1682653040
448,kaoma,-14.7833,24.8,12.38,80,4,2.45,ZM,1682653040
449,savalou,7.9281,1.9756,23.41,94,98,1.96,BJ,1682653041
450,hpa-an,16.8906,97.6333,36.44,40,0,1.5,MM,1682653041
451,elanora,-28.127,153.4591,26.98,75,75,3.6,AU,1682653041
452,tateyama,34.9833,139.8667,19.96,68,97,7.92,JP,1682653042
453,qianzhou,28.3167,109.7167,18.88,93,99,0.69,CN,1682653042
454,luderitz,-26.6481,15.1594,15.17,64,70,4.57,NA,1682653043
455,adrar,20.5022,-10.0711,27.6,12,0,2.87,MR,1682653043
456,natchez,31.5604,-91.4032,17.12,94,20,1.54,US,1682653043
457,ugoofaaru,5.6667,73.0,28.89,70,96,1.12,MV,1682653044
458,acarau,-2.8856,-40.12,23.5,87,100,2.23,BR,1682652861
459,vryburg,-26.9566,24.7284,14.98,73,3,1.31,ZA,1682653044
460,bhikangaon,21.8667,75.95,30.56,42,34,0.57,IN,1682653044
461,zhongxing,33.7039,118.6792,23.03,56,69,3.18,CN,1682653045
462,bandar-e lengeh,26.5579,54.8807,23.06,94,20,2.06,IR,1682653045
463,monte patria,-30.6919,-70.9467,17.59,66,1,0.78,CL,1682653046
464,al burayqah,30.4062,19.5739,16.85,62,1,5.91,LY,1682653046
465,funafuti,-8.5243,179.1942,32.0,79,75,5.14,TV,1682653046
466,nicoya,10.1483,-85.452,26.7,79,80,0.92,CR,1682653047
467,saint-francois,46.4154,3.9054,12.69,88,0,0.51,FR,1682653047
468,andergrove,-21.0833,149.1833,24.32,73,33,6.33,AU,1682653047
469,tamarin,-20.3256,57.3706,25.85,76,37,4.46,MU,1682653047
470,lionel town,17.8101,-77.2406,27.94,82,100,2.02,JM,1682653048
471,thiruthani,13.1833,79.6333,32.13,55,96,3.88,IN,1682653048
472,road town,18.4167,-64.6167,27.05,75,70,3.5,VG,1682652856
473,dompu,-8.5356,118.4622,27.93,85,100,1.36,ID,1682653049
474,saint-joseph,-21.3667,55.6167,22.21,72,29,3.2,RE,1682653049
475,mata-utu,-13.2816,-176.1745,28.61,72,77,3.68,WF,1682653050
476,kotido,2.9806,34.1331,19.62,89,100,2.65,UG,1682653050
477,forster,-32.1667,152.5167,25.77,59,1,0.89,AU,1682653051
478,swan hill,-35.3378,143.5544,22.56,36,83,4.87,AU,1682653051
479,isiro,2.7739,27.616,18.18,99,100,1.04,CD,1682653051
480,pariaman,-0.619,100.12,29.03,82,100,1.52,ID,1682653052
481,idri,27.5,13.2667,20.42,35,0,4.72,LY,1682653052
482,berber,18.0216,33.983,26.22,13,59,7.78,SD,1682653053
483,dorongan punta,15.8145,120.3209,34.27,42,10,3.53,PH,1682653053
484,bouafle,6.9904,-5.7442,25.54,99,87,1.55,CI,1682653054
485,wanning,18.8003,110.3967,29.11,70,16,4.41,CN,1682653054
486,bel ombre,-4.6167,55.4167,26.91,83,20,1.54,SC,1682653054
