Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,Cocaine-type,61,58,3,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,ATS,1514,1278,236,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,Hallucinogens,23,20,3,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,All illicit drugs,2979,2503,476,,2816,134,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Cannabis-type,1129,989,140,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Opioids,75,55,20,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Cocaine-type,59,56,3,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,ATS,1450,1178,272,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Hallucinogens,5,5,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Plant-based NPS,1,1,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Other substances not under int. control,1,1,0,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2018,Multiple Drugs,259,218,41,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2018,Multiple Drugs,553,497,56,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug use and/or drug possession,2019,All illicit drugs,23430,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug trafficking,2019,All illicit drugs,7143,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug use and/or drug possession,2018,All illicit drugs,22035,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug trafficking,2018,All illicit drugs,7517,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug use and/or drug possession,2017,All illicit drugs,19204,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug trafficking,2017,All illicit drugs,9172,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug use and/or drug possession,2016,All illicit drugs,16970,,,,,,
Europe,Western and Central Europe,Denmark,Offences related to drug trafficking,2016,All illicit drugs,5019,,,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,All illicit drugs,2384,1721,155,,1876,508,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,Cannabis-type,1742,1732,10,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,Opioids,73,73,,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,Cocaine-type,179,178,1,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,Hallucinogens,66,64,2,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,All illicit drugs,354,300,37,,337,18,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,Cannabis-type,298,274,24,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,Opioids,16,12,4,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,Cocaine-type,73,68,5,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,ATS,131,115,16,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug trafficking,2019,Hallucinogens,32,27,5,,,,
Europe,Western and Central Europe,Estonia,Offences related to drug use and/or drug possession,2019,ATS,626,611,15,,,,
Europe,Western and Central Europe,Finland,Offences related to drug use and/or drug possession,2016,All illicit drugs,23049,19805,3244,,21812,1217,
Europe,Western and Central Europe,Finland,Offences related to drug trafficking,2016,All illicit drugs,1349,1110,239,,1307,42,
Europe,Western and Central Europe,Finland,Offences related to drug use and/or drug possession,2019,All illicit drugs,29375,25215,4160,,27664,1694,
Europe,Western and Central Europe,Finland,Offences related to drug trafficking,2019,All illicit drugs,1786,1549,237,,1759,25,
Europe,Western and Central Europe,Finland,Offences related to drug use and/or drug possession,2017,All illicit drugs,25426,21984,3442,,24081,1345,
Europe,Western and Central Europe,Finland,Offences related to drug trafficking,2017,All illicit drugs,1459,1277,182,,1437,17,
Europe,Western and Central Europe,Finland,Offences related to drug use and/or drug possession,2018,All illicit drugs,27014,23387,3627,,25514,1481,
Europe,Western and Central Europe,Finland,Offences related to drug trafficking,2018,All illicit drugs,1346,1188,158,,1328,15,
Europe,Western and Central Europe,France,Offences related to drug use and/or drug possession,2018,All illicit drugs,161246,,,,,,
Europe,Western and Central Europe,France,Offences related to drug trafficking,2018,All illicit drugs,16447,,,,,,
Europe,Western and Central Europe,France,Offences related to drug use and/or drug possession,2019,Cocaine-type,105,,,,105,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,All illicit drugs,193103,168593,24510,,165942,27161,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,Cannabis-type,128976,115076,13900,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,Opioids,7133,6105,1028,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,Cocaine-type,10544,9321,1223,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,ATS,40859,33661,7198,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,Non-specified,16151,13876,2275,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2016,Hallucinogens,534,458,76,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,All illicit drugs,47788,42940,4848,,41682,6106,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,Cannabis-type,29745,27426,2319,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,Opioids,2175,1873,302,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,Cocaine-type,3257,2972,285,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,ATS,9876,8371,1505,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,Non-specified,3922,3424,498,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2016,Hallucinogens,139,126,13,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,All illicit drugs,231418,201350,30068,,200270,31148,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,Cannabis-type,160739,142393,18346,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,Opioids,6965,5878,987,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,Cocaine-type,15091,13427,1664,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,ATS,44734,36807,7927,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2019,Non-specified,15336,12966,2370,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,All illicit drugs,47173,42685,4488,,38773,6579,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,Cannabis-type,29304,27091,2213,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,Opioids,1923,1696,227,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,Cocaine-type,4366,4013,253,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,ATS,8792,7584,1208,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2019,Non-specified,3947,3440,507,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,All illicit drugs,223223,194510,28713,,161560,31663,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,Cannabis-type,155126,137545,17581,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,Opioids,6807,5856,951,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,Cocaine-type,13910,12398,1512,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,ATS,43582,35956,7626,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2018,Non-specified,15690,13523,2267,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,All illicit drugs,46548,42186,4362,,39616,6932,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,Cannabis-type,29036,26862,2174,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,Opioids,1896,1664,232,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,Cocaine-type,4038,3744,294,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,ATS,9176,7906,1270,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2018,Non-specified,3742,3306,436,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,All illicit drugs,209732,183116,26616,,179267,30465,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,Cannabis-type,144946,129018,15928,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,Opioids,7030,6006,1024,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,Cocaine-type,12322,10996,1326,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,ATS,41871,34400,7471,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,Non-specified,15057,12975,2082,,,,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2017,Hallucinogens,678,592,86,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,All illicit drugs,48361,43581,4780,,41593,6768,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,Cannabis-type,29944,27655,2289,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,Opioids,2197,1912,285,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,Cocaine-type,3728,3416,312,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,ATS,10002,8540,1462,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,Non-specified,3951,3459,492,,,,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2017,Hallucinogens,164,144,20,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,All illicit drugs,154,143,11,,132,22,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,Cannabis-type,141,137,4,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,Opioids,1,0,1,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,Cocaine-type,12,12,,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,ATS,4,4,,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2019,Ecstasy-type substances,7,5,2,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2019,All illicit drugs,27,22,2,,25,2,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2019,Cannabis-type,16,,,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2019,Cocaine-type,11,10,1,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2019,ATS,7,5,2,,,,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2019,Ecstasy-type substances,3,3,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,All illicit drugs,18297,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,Cannabis-type,12356,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,Opioids,2618,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,Cocaine-type,1092,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,ATS,359,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2019,Hallucinogens,14,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2018,All illicit drugs,18299,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2018,Cannabis-type,12519,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2018,Opioids,2859,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2018,ATS,1073,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2018,Hallucinogens,18,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,All illicit drugs,16028,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,Cannabis-type,12640,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,Opioids,2631,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,Cocaine-type,715,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,ATS,31,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2017,Hallucinogens,11,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,All illicit drugs,15958,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,Cannabis-type,10979,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,Opioids,4051,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,Cocaine-type,838,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,ATS,76,,,,,,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2016,Hallucinogens,14,,,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,All illicit drugs,5654,5087,567,,5306,348,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Cannabis-type,3503,3224,279,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Opioids,105,95,10,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Cocaine-type,217,191,13,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,ATS,1400,1194,206,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Hallucinogens,40,37,3,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Other NPS,53,49,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Other miscellaneous,331,292,39,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2017,Non-specified,5,5,0,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,All illicit drugs,1206,1061,145,,1175,31,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Cannabis-type,559,5114,48,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Opioids,20,20,0,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Cocaine-type,46,38,8,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,ATS,227,204,23,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Hallucinogens,8,7,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Other NPS,13,9,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Other miscellaneous,49,36,13,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2017,Non-specified,284,236,48,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,All illicit drugs,5239,4738,501,,4902,337,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Cannabis-type,3152,2888,264,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Opioids,32,27,5,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Cocaine-type,176,154,22,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,ATS,1604,1422,182,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Hallucinogens,23,22,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Other NPS,65,58,7,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2019,Other substances not under int. control,187,167,20,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,All illicit drugs,1232,1071,161,,1180,52,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Cannabis-type,505,466,39,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Opioids,10,8,2,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,ATS,244,211,33,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Hallucinogens,4,4,0,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Cocaine-type,39,38,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Other NPS,393,313,80,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Other substances not under int. control,21,17,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2019,Non-specified,16,14,2,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,All illicit drugs,5190,4698,492,,4846,344,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Cannabis-type,2485,2318,167,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Opioids,98,78,20,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Cocaine-type,109,96,13,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,ATS,1398,1224,174,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Hallucinogens,49,43,6,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Other NPS,124,115,9,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Other miscellaneous,64,56,8,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2016,Non-specified,863,768,95,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,All illicit drugs,977,858,119,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Cannabis-type,202,198,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Opioids,4,4,0,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Cocaine-type,22,21,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,ATS,90,83,7,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Hallucinogens,2,2,0,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Other NPS,31,26,5,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Other miscellaneous,4,3,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2016,Non-specified,622,521,101,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,All illicit drugs,7177,6489,688,,6774,403,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,ATS,1920,1697,223,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Cocaine-type,246,198,48,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Cannabis-type,4427,4069,358,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Hallucinogens,27,23,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Opioids,73,67,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Other substances not under int. control,71,67,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2018,Non-specified,46,36,10,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,All illicit drugs,1344,1156,188,,1295,49,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,ATS,223,197,26,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Cocaine-type,35,31,4,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Cannabis-type,641,579,62,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Hallucinogens,4,3,1,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Opioids,26,20,6,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Other substances not under int. control,88,68,20,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2018,Non-specified,46,36,10,,,,
Europe,Western and Central Europe,Iceland,Offences related to drug use and/or drug possession,2016,All illicit drugs,1042,884,156,,983,59,
Europe,Western and Central Europe,Iceland,Offences related to drug trafficking,2016,All illicit drugs,60,47,11,,60,0,
Europe,Western and Central Europe,Iceland,Offences related to drug use and/or drug possession,2019,All illicit drugs,1238,1026,212,,1207,31,
Europe,Western and Central Europe,Iceland,Offences related to drug trafficking,2019,All illicit drugs,139,110,29,,139,0,
Europe,Western and Central Europe,Iceland,Offences related to drug use and/or drug possession,2018,All illicit drugs,1233,1028,205,,1180,53,
Europe,Western and Central Europe,Iceland,Offences related to drug trafficking,2018,All illicit drugs,136,108,28,,131,5,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2019,All illicit drugs,14508,12916,1592,,13177,1331,
Europe,Western and Central Europe,Ireland,Offences related to drug trafficking,2019,All illicit drugs,4583,4099,484,,4224,359,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2016,All illicit drugs,10566,9614,951,,9821,744,
Europe,Western and Central Europe,Ireland,Offences related to drug trafficking,2016,All illicit drugs,3414,3032,382,,3260,153,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2018,All illicit drugs,12489,11124,1333,,13358,1294,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2018,All illicit drugs,4105,3539,476,,4937,3,
Europe,Western and Central Europe,Ireland,Offences related to drug use and/or drug possession,2017,All illicit drugs,13642,10169,1212,,12504,1133,
Europe,Western and Central Europe,Ireland,Offences related to drug trafficking,2017,All illicit drugs,4774,3383,467,,4484,286,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,All illicit drugs,35745,33101,2644,,34470,1275,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Cannabis-type,17182,16161,1021,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Opioids,3595,3283,312,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Cocaine-type,12986,11866,1120,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,ATS,190,172,18,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Hallucinogens,218,193,25,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,80,68,12,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Plant-based NPS,11,8,3,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2018,Non-specified,1483,1350,133,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,All illicit drugs,35190,32834,2356,,33856,1334,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Cannabis-type,18082,17125,957,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Opioids,3603,3252,351,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Cocaine-type,11690,10771,919,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,ATS,207,187,20,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Hallucinogens,143,127,16,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,72,67,5,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Plant-based NPS,14,13,1,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2017,Other substances not under int. control,1379,1292,87,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,All illicit drugs,32992,30768,2224,,31620,1372,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Cannabis-type,16328,15414,914,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Opioids,3812,3470,342,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Cocaine-type,10984,10151,833,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,ATS,205,188,17,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Hallucinogens,187,164,23,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Ketamine and phencyclidine-type substances,60,52,8,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Other substances not under int. control,1401,1315,86,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2016,Plant-based NPS,15,14,1,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,All illicit drugs,34914,32439,2475,,33633,1281,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Cannabis-type,15299,14500,799,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Opioids,3532,3190,342,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Cocaine-type,13700,12576,1124,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,ATS,188,164,24,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Hallucinogens,190,163,27,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Ketamine and phencyclidine-type substances,90,76,14,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,GBL,6,6,0,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2019,Non-specified,1909,1764,145,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug trafficking,2020,All illicit drugs,18602,14468,4052,82,17933,573,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2020,All illicit drugs,114438,83707,28517,2214,104804,7457,
Oceania,Australia and New Zealand,Australia,Other drug-related offences,2020,All illicit drugs,9258,6383,2543,332,8226,725,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,All illicit drugs,175404,131936,43424,,163956,9401,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Cannabis-type,92832,70735,21811,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Opioids,4991,3713,1276,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Cocaine-type,2867,2442,424,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,ATS,51994,38136,13851,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Hallucinogens,1051,810,240,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Other substances not under int. control,1636,1174,471,,,,
Oceania,Australia and New Zealand,Australia,Offences related to drug use and/or drug possession,2016,Other miscellaneous,20191,14846,5341,,,,
