Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,7,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,214,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,44,CTS
LBN,Lebanon,Asia,Western Asia,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,287,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2017,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2017,Counts,987,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2017,Counts,904,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,209,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2018,Counts,1,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2018,Counts,915,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2018,Counts,908,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,223,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2018,Counts,56,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2019,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2019,Counts,1013,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2019,Counts,1913,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,172,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2019,Counts,42,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption,Total,Total,2020,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2020,Counts,0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Burglary,Total,Total,2020,Counts,738,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft,Total,Total,2020,Counts,1488,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,122,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Offences,by type of offence,Fraud,Total,Total,2020,Counts,18,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2016,Counts,4,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,0,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,4,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,5,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2016,Counts,141,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2016,Counts,196,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,68,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,31,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2016,Counts,175,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2017,Counts,6,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,4,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,127,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,149,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,2,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,130,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,49,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2018,Counts,14,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,1,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,140,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,162,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,5,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2018,Counts,157,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,49,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2019,Counts,11,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,5,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2019,Counts,107,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2019,Counts,178,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,4,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2019,Counts,179,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2019,Counts,33,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,70,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2020,Counts,10,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,Counts,3,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2020,Counts,59,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2020,Counts,133,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,6,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2020,Counts,176,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2020,Counts,62,CTS
LIE,Liechtenstein,Europe,Western Europe,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,58,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,195,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2016,Counts,10287,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2016,Counts,6163,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,1301,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2016,Counts,5472,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,8,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2017,Counts,8913,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2017,Counts,6143,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,1167,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2017,Counts,6192,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,19,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Burglary,Total,Total,2018,Counts,8085,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft,Total,Total,2018,Counts,5996,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,577,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Fraud,Total,Total,2018,Counts,6090,CTS
LKA,Sri Lanka,Asia,Southern Asia,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,13,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2016,Counts,761,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,62,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,699,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,28,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2016,Counts,2657,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2016,Counts,19963,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,1263,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2016,Counts,2870,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,32,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2016,Counts,395,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2016,Counts,25,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2016,Counts,49,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2016,Counts,7,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2016,Counts,1,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2016,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2016,Counts,11,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2016,Counts,470,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2017,Counts,749,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,86,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,663,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,24,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2017,Counts,517,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,16,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,69,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2017,Counts,13,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2017,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2017,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2017,Counts,13,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,2590,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,17040,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,999,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,2999,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2017,Counts,477,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,21,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2018,Counts,349,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2018,Counts,30,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2018,Counts,117,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2018,Counts,12,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2018,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2018,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2018,Counts,4,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2018,Counts,555,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,38,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,517,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,18,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,1983,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,12833,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,787,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2018,Counts,2783,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2018,Counts,570,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2018,Counts,55,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2019,Counts,495,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2019,Counts,76,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2019,Counts,419,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2019,Counts,19,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2019,Counts,362,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2019,Counts,17,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2019,Counts,39,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2019,Counts,10,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2019,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2019,Counts,0,CTS
LTU,Lithuania,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2019,Counts,6,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2019,Counts,1641,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2019,Counts,10902,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2019,Counts,666,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2019,Counts,2981,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2019,Counts,486,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2019,Counts,52,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2020,Counts,551,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2020,Counts,313,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2020,Counts,238,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2020,Counts,55,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2020,Counts,1224,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2020,Counts,9447,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2020,Counts,568,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2020,Counts,2688,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Fraud: Cyber-related (Cy),Total,Total,2020,Counts,559,CTS
LTU,Lithuania,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2020,Counts,83,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2016,Counts,5,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,5,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2016,Counts,1892,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2016,Counts,9954,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,242,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2016,Counts,989,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2017,Counts,1,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,1,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,2024,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,10090,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,288,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,588,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption,Total,Total,2018,Counts,3,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,3,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,3667,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,10312,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,293,CTS
LUX,Luxembourg,Europe,Western Europe,Offences,by type of offence,Fraud,Total,Total,2018,Counts,646,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2016,Counts,287,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2016,Counts,232,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2016,Counts,6365,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2016,Counts,14570,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2016,Counts,975,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2016,Counts,1786,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2016,Counts,120,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2016,Counts,63,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2016,Counts,26,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2016,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2016,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2016,Counts,0,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2016,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2016,Counts,1,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2016,Counts,0,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2016,Counts,392,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2017,Counts,1,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2017,Counts,342,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2017,Counts,185,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2017,Counts,125,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2017,Counts,64,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2017,Counts,27,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2017,Counts,4,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2017,Counts,1,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2017,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2017,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2017,Counts,0,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2017,Counts,442,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2017,Counts,5231,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2017,Counts,14534,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Fraud,Total,Total,2017,Counts,1503,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Money laundering,Total,Total,2017,Counts,123,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful access to a computer system,Total,Total,2018,Counts,10,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interference with a computer system or computer data,Total,Total,2018,Counts,4,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Unlawful interception or access of computer data,Total,Total,2018,Counts,3,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that cause environmental pollution or degradation,Total,Total,2018,Counts,2,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts involving the movement of dumping of waste,Total,Total,2018,Counts,1,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Trade or possession of protected or prohibited species of faune and flora,Total,Total,2018,Counts,1,CTS
LVA,Latvia,Europe,Northern Europe,Acts against the environment,by type of offence,Acts that result in the depletion of degradation of natural resources,Total,Total,2018,Counts,387,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft: of a motorized vehicle,Total,Total,2018,Counts,335,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption,Total,Total,2018,Counts,242,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Bribery,Total,Total,2018,Counts,147,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Corruption: Other acts of corruption,Total,Total,2018,Counts,101,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Smuggling of migrants,Total,Total,2018,Counts,10,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Burglary,Total,Total,2018,Counts,4877,CTS
LVA,Latvia,Europe,Northern Europe,Offences,by type of offence,Theft,Total,Total,2018,Counts,14047,CTS
